@relation dataset

@attribute ax real
@attribute ay real 
@attribute az real 
@attribute gx real
@attribute gy real
@attribute gz real
@attribute ave real 
@attribute res {STOP, MOVE, STEP}

@data
-0.10055542,0.002380371,9.773117,0.017044067,-0.008514404,-0.008529663,2.422996505,STOP
-0.3256073,0.09336853,10.113098,0.01171875,-0.002120972,0.004257202,2.473144495,STOP
-0.07661438,0.07421875,9.883255,0.027694702,-0.00958252,-0.012771606,2.477138518,STOP
-0.07661438,0.07421875,9.883255,0.027694702,-0.00958252,-0.012771606,2.477138518,STOP
-0.19152832,0.04548645,9.998184,0.01171875,-0.006378174,-0.002136231,2.46596522,STOP
-0.15800476,0.06942749,9.94072,0.004257202,-0.00958252,0.002120972,2.464099983,STOP
-0.0909729,-0.007171631,9.854523,-0.005310059,-0.007446289,0.001068115,2.437767103,STOP
-0.26335144,-0.04548645,9.988602,-0.001068115,0.002136231,-0.008529663,2.419673999,STOP
-0.26335144,-0.04548645,9.988602,-0.001068115,0.002136231,-0.008529663,2.419673999,STOP
-0.15800476,0.08378601,9.94072,-0.022354126,-0.005325317,0.001068115,2.461036781,STOP
-0.17237854,0.03111267,9.969452,0.002120972,0.01171875,0,2.457576775,STOP
-0.24899292,-0.03111267,10.007751,0.008514404,-0.004257202,-0.004257202,2.434039954,STOP
-0.17237854,0.05027771,9.955078,-0.011703491,0.008529663,0.002120972,2.45531842,STOP
-0.16758728,0.07899475,9.888046,-0.011703491,0.008529663,0.002120972,2.446937495,STOP
-0.16758728,0.07899475,9.888046,-0.006378174,-0.022369385,-0.001068115,2.448268824,STOP
-0.15800476,-0.01675415,10.089157,-0.017028809,-0.001052856,-0.002136231,2.47434232,STOP
-0.1819458,0.05984497,9.964661,0.010650635,0.008529663,-0.004257202,2.463302701,STOP
-0.17237854,0.14125061,9.854523,0,0.003204346,0.002120972,2.455848768,STOP
-0.16279602,0.11730957,9.892838,-0.001068115,-0.005325317,-0.001068115,2.461570859,STOP
-0.16279602,0.11730957,9.892838,-0.001068115,-0.005325317,-0.001068115,2.461570859,STOP
-0.1771698,-0.01675415,9.883255,0.010650635,-0.001052856,-0.006393433,2.424995421,STOP
-0.2106781,0.06463623,9.988602,-0.011703491,-0.008514404,0.006393433,2.45771416,STOP
-0.16758728,0.06942749,9.964661,0.008514404,0,-0.011703491,2.468753904,STOP
-0.28729248,-0.03111267,9.864105,-0.004272461,-0.004257202,-0.001068115,2.385356847,STOP
-0.24420166,0.06463623,9.926346,-0.005325317,-0.019165039,0.006393433,2.435363813,STOP
-0.24420166,0.06463623,9.926346,-0.005325317,-0.019165039,0.006393433,2.435363813,STOP
-0.2394104,0.002380371,9.859314,0.01171875,-0.001052856,0.006393433,2.40850068,STOP
-0.28729248,0.06942749,9.969452,-0.006378174,-0.006378174,-0.004257202,2.436302209,STOP
-0.16758728,0.09815979,9.907196,-0.00958252,0,0.002120972,2.457046498,STOP
-0.18673706,-0.002380371,10.012543,0.002120972,0.007461548,-0.014907837,2.456386635,STOP
-0.22026062,0.011962891,9.950287,-0.004272461,-0.003189087,0.002120972,2.434429203,STOP
-0.22026062,0.011962891,9.950287,-0.004272461,-0.003189087,0.002120972,2.434429203,STOP
-0.22505188,0.06463623,10.127472,0.007446289,-0.001052856,0,2.49362566,STOP
-0.08139038,0.10772705,9.907196,-0.003204346,0.009597778,0.006393433,2.482582081,STOP
-0.13406372,0.08378601,9.979019,0.002120972,0.003204346,-0.006393433,2.482715565,STOP
-0.23461914,0.007171631,9.955078,-0.019165039,-0.001052856,-0.002136231,2.427116363,STOP
-0.23461914,0.007171631,9.955078,-0.019165039,-0.001052856,-0.002136231,2.427116363,STOP
-0.12449646,0.05505371,9.955078,-0.006378174,-0.00958252,0.001068115,2.469814269,STOP
-0.2106781,0.03590393,9.969452,-0.002136231,0.008529663,-0.001068115,2.4481354,STOP
-0.12449646,-0.06463623,9.979019,0.008514404,-0.010650635,0.00958252,2.449600179,STOP
-0.15322876,-0.026321411,9.94072,0.003189087,-0.001052856,0,2.441089729,STOP
-0.19631958,0.002380371,9.907196,-0.00958252,0.004272461,0.004257202,2.425918568,STOP
-0.19631958,0.002380371,9.907196,-0.00958252,0.004272461,0.004257202,2.425918568,STOP
-0.13406372,0.026321411,10.0269165,-0.024490356,-0.013839722,0.005325317,2.473670959,STOP
-0.1771698,-0.007171631,9.94072,0.006378174,-0.005325317,-0.006393433,2.440689186,STOP
-0.2681427,0.04069519,9.840164,0.005325317,-0.003189087,0.001068115,2.404510452,STOP
-0.1484375,0.07421875,9.753967,0.004257202,0.008529663,0,2.421001363,STOP
-0.1484375,0.07421875,9.753967,0.004257202,0.008529663,0,2.421001363,STOP
-0.22984314,-0.007171631,10.046066,-0.007446289,0.002136231,0.002120972,2.450401235,STOP
-0.24899292,0.07899475,9.935928,-0.004272461,0,-0.013839722,2.440414342,STOP
-0.12449646,0.04548645,9.926346,-0.011703491,-0.001052856,0,2.458908125,STOP
-0.20588684,0.002380371,9.926346,-0.006378174,-0.006378174,0.013839722,2.429115339,STOP
-0.20588684,0.03111267,9.955078,0.012771606,-0.010650635,-0.003204346,2.448268859,STOP
-0.20588684,0.03111267,9.955078,0.012771606,-0.010650635,-0.003204346,2.448268859,STOP
-0.27293396,0.03111267,9.859314,-0.001068115,-0.002120972,-0.003204346,2.404106149,STOP
-0.22026062,-0.05027771,9.911987,0.005325317,-0.004257202,-0.001068115,2.411693497,STOP
-0.23461914,-0.04069519,9.878464,0.003189087,-0.006378174,-0.010635376,2.401584689,STOP
-0.22026062,0.11251831,9.979019,0.006378174,0.004272461,-0.004257202,2.469413716,STOP
-0.22026062,0.11251831,9.979019,0.006378174,0.004272461,-0.004257202,2.469413716,STOP
-0.21546936,0.02154541,10.070007,-0.011703491,0.012786865,0.002120972,2.46609489,STOP
-0.19631958,0.06463623,9.883255,-0.006378174,-0.004257202,0.004257202,2.436298369,STOP
-0.16758728,0.02154541,9.8688965,-0.008514404,0.001068115,-0.002136231,2.428585057,STOP
-0.1819458,0.09815979,9.979019,0.006378174,-0.007446289,-0.004257202,2.475402791,STOP
-0.26335144,0.02154541,9.806641,-0.020233154,-0.007446289,-0.003204346,2.386150454,STOP
-0.26335144,0.02154541,9.806641,-0.020233154,-0.007446289,-0.003204346,2.386150454,STOP
-0.22505188,-0.05505371,9.955078,-0.001068115,0.007461548,-0.001068115,2.418476074,STOP
-0.1484375,0.02154541,9.959869,0.013839722,-0.001052856,-0.005325317,2.461704158,STOP
-0.20588684,0.04548645,9.911987,-0.015975952,0.005340576,0.002120972,2.433902665,STOP
-0.16758728,0.007171631,10.022125,0.013839722,-0.018096924,-0.003204346,2.468887268,STOP
-0.16758728,0.007171631,10.022125,0.013839722,-0.018096924,-0.003204346,2.468887268,STOP
-0.24899292,0.04548645,9.974243,-0.008514404,-0.002120972,-0.012771606,2.440555532,STOP
-0.12927246,0.05984497,9.849731,-0.003204346,-0.002120972,0.002120972,2.444274791,STOP
-0.2681427,0.04069519,9.892838,0.01171875,-0.004257202,-0.002136231,2.41927731,STOP
-0.21546936,0.05984497,9.883255,0.003189087,0.003204346,-0.015960693,2.432704924,STOP
-0.21546936,0.12210083,9.931137,0.005325317,0.004272461,0.005325317,2.460773447,STOP
-0.21546936,0.12210083,9.931137,0.005325317,0.004272461,0.005325317,2.460773447,STOP
-0.15322876,0.04548645,9.959869,0.004257202,0.002136231,0.004257202,2.464095973,STOP
-0.19631958,0.06463623,10.012543,-0.001068115,-0.00958252,0.001068115,2.469947884,STOP
-0.23461914,0.06942749,9.955078,0.00958252,0.008529663,0,2.449867217,STOP
-0.27293396,0.05505371,9.916779,-0.004272461,0.020233154,-0.001068115,2.423656572,STOP
-0.2106781,0.07899475,10.00296,0.010650635,0.003204346,0.010650635,2.470481821,STOP
-0.2106781,0.07899475,10.00296,0.010650635,0.003204346,0.010650635,2.470481821,STOP
-0.15800476,-0.02154541,9.98381,0.012771606,0.003204346,-0.012771606,2.454257859,STOP
-0.33039856,0.10772705,9.998184,-0.007446289,0.017044067,0.010650635,2.44201655,STOP
-0.12449646,0.01675415,9.883255,0.00958252,-0.001052856,0,2.446273802,STOP
-0.20588684,0.08857727,9.955078,0.01171875,-0.011703491,-0.006393433,2.462371795,STOP
-0.20588684,0.08857727,9.955078,0.01171875,-0.011703491,-0.006393433,2.462371795,STOP
-0.22026062,0.05027771,9.916779,-0.004272461,0.008529663,-0.010635376,2.435630907,STOP
-0.14364624,0.07421875,9.844955,0.007446289,-0.013839722,-0.00958252,2.44574345,STOP
-0.1819458,0.06942749,9.92157,-0.00958252,-0.001052856,-0.003204346,2.449867293,STOP
-0.1771698,0.15083313,10.036484,-0.002136231,-0.002120972,-0.002136231,2.502002775,STOP
-0.22026062,-0.007171631,9.926346,0.014907837,0.002136231,0.010650635,2.428455397,STOP
-0.22026062,-0.007171631,9.926346,0.014907837,0.002136231,0.010650635,2.428455397,STOP
-0.16758728,0.002380371,10.122681,0.005325317,0.004272461,0.007461548,2.490699852,STOP
-0.12449646,0.12689209,10.00296,-0.006378174,0.003204346,0.00958252,2.499744364,STOP
-0.25378418,0.07899475,9.907196,-0.004272461,0.005340576,-0.006393433,2.432033527,STOP
-0.2106781,-0.04548645,9.897629,0.001052856,-0.002120972,-0.008529663,2.410629327,STOP
-0.2106781,-0.04548645,9.897629,0.001052856,-0.002120972,-0.008529663,2.410629327,STOP
-0.15322876,0.03111267,9.98381,0.004257202,-0.002120972,0.001068115,2.466487778,STOP
-0.19152832,0.007171631,9.945511,0.008514404,-0.001052856,-0.006393433,2.442417179,STOP
-0.20588684,0.09336853,9.926346,-0.003204346,-0.002120972,-0.001068115,2.452655836,STOP
-0.21546936,-0.08378601,9.959869,-0.004272461,-0.002120972,0.010650635,2.414085292,STOP
-0.16279602,0.08378601,9.897629,0.00958252,-0.015975952,0.006393433,2.457050377,STOP
-0.16279602,0.08378601,9.897629,0.00958252,-0.015975952,0.006393433,2.457050377,STOP
-0.1771698,-0.011962891,9.959869,0.004257202,-0.004257202,-0.003204346,2.443748378,STOP
-0.19152832,0.05984497,9.854523,0.002120972,-0.010650635,-0.003204346,2.431240155,STOP
-0.19631958,-0.04069519,9.935928,0.002120972,-0.004257202,0,2.42525855,STOP
-0.16279602,0.06942749,9.94072,-0.010635376,0.008529663,-0.004257202,2.459179024,STOP
-0.22984314,0.08378601,10.046066,0.005325317,0.009597778,0,2.476333547,STOP
-0.22984314,0.08378601,10.046066,0.005325317,0.009597778,0,2.476333547,STOP
-0.13406372,0.011962891,9.897629,0.01171875,0.007461548,-0.005325317,2.44681173,STOP
-0.19152832,0.03111267,9.916779,-0.007446289,-0.006378174,0,2.437229265,STOP
-0.20111084,-0.002380371,9.98381,-0.006378174,0.004272461,-0.00958252,2.443485154,STOP
-0.18673706,0.09815979,9.94072,0.007446289,-0.003189087,0.007461548,2.464897255,STOP
-0.18673706,0.09815979,9.94072,0.007446289,-0.003189087,0.007461548,2.464897255,STOP
-0.1771698,-0.03111267,10.089157,0.002120972,-0.008514404,0.012786865,2.470748875,STOP
-0.22505188,0.16040039,9.864105,-0.002136231,0.010665894,0.008514404,2.44932932,STOP
-0.2394104,0.03590393,9.98381,-0.00958252,-0.001052856,0.002120972,2.442680253,STOP
-0.0909729,0.03111267,9.897629,0.004257202,0.002136231,-0.001068115,2.460506493,STOP
-0.15322876,0.13645935,10.007751,0.006393433,0.009597778,-0.00958252,2.499343756,STOP
-0.15322876,0.13645935,10.007751,0.006393433,0.009597778,-0.00958252,2.499343756,STOP
-0.1484375,0.04548645,10.122681,0.003189087,-0.004257202,0.003189087,2.505729759,STOP
-0.09576416,0.07421875,10.041275,-0.004257202,0.010665894,-0.010635376,2.503868097,STOP
-0.24899292,0.06942749,10.127472,0.003189087,-0.011703491,-0.003204346,2.487773914,STOP
-0.1819458,0.002380371,10.055634,-0.001068115,0.010665894,0.00958252,2.468750114,STOP
-0.19152832,-0.002380371,9.935928,-0.001068115,0.010665894,0.00958252,2.435237798,STOP
-0.19152832,-0.002380371,9.935928,-0.018096924,-0.001052856,0.003189087,2.430980596,STOP
-0.21546936,-0.026321411,10.007751,0.008514404,-0.017044067,-0.008529663,2.443618658,STOP
-0.16758728,0.04548645,9.888046,0.001068115,-0.005325317,0.005325317,2.441753321,STOP
-0.1197052,0.02154541,9.821014,0.00958252,0.006393433,0.002120972,2.433109182,STOP
-0.16758728,-0.03111267,9.931137,-0.005310059,0.003204346,-0.001068115,2.431781748,STOP
-0.16758728,-0.03111267,9.931137,-0.005310059,0.003204346,-0.001068115,2.431781748,STOP
-0.25856018,0.06942749,9.969452,-0.004257202,0.020233154,0.010650635,2.444015527,STOP
