@relation dataset

@attribute ax real
@attribute ay real 
@attribute az real 
@attribute gx real
@attribute gy real
@attribute gz real
@attribute ave real 
@attribute res {TRUE, FALSE}

@data 
-1.7625732,-0.36036682,9.391022,-0.001068115,-0.03515625,0.2833557,1.816753466,FALSE
-2.8866272,3.271759,9.503601,-0.32489014,0.15870667,0.29400635,2.390960665,FALSE
-1.5151825,-0.017211914,9.539642,-0.32489014,0.15870667,0.29400635,1.920589362,FALSE
-2.0346832,0.0949707,9.880371,0.14807129,0.25671387,-0.36323547,2.022182448,FALSE
-3.058792,0.00982666,6.0224457,0.54008484,-0.32810974,-0.38027954,0.8783913,FALSE
-3.5969696,1.5966797,10.632599,0.5933533,0.031936646,-0.08520508,2.3064156,FALSE
-1.1534576,-2.2036438,9.388504,0.20452881,-0.5401001,0.41970825,1.558982853,FALSE
-4.4758453,-0.5496979,8.9700775,0.20452881,-0.5401001,0.41970825,1.037265778,FALSE
-2.4792023,0.98799133,9.1766205,-0.104385376,0.6188965,0.35153198,1.895256039,FALSE
-0.28823853,0.14550781,14.434036,0.17790222,0.26843262,0.07670593,3.617301875,FALSE
-2.2583618,-4.2593384,12.690323,-1.0109253,0.8532562,0.49427795,1.290424375,FALSE
0.09805298,2.5029755,12.735458,-0.23220825,0.991745,0.008529663,3.776069558,FALSE
-12.944397,1.9814758,14.557098,-0.23220825,0.991745,0.008529663,0.840492138,FALSE
11.093048,-13.076294,19.613297,0.50920105,-2.3862,-1.8077393,4.534813013,TRUE
5.1443634,9.532227,16.321732,2.9561157,0.006393433,-0.88201904,8.488609525,TRUE
9.321503,4.6440735,9.716293,1.4104156,-0.6721802,1.0215912,6.273071275,TRUE
-0.018371582,1.0769043,13.158157,0.69029236,-0.11291504,-0.77763367,3.72674552,TRUE
5.123947,5.0306854,10.972443,0.69029236,-0.11291504,-0.77763367,5.45434194,TRUE
-18.360977,7.9862823,17.483124,0.7435608,1.2442169,-0.5912018,1.962997525,TRUE
-2.4709473,-2.894699,0.5370636,4.0703735,-1.5478363,-1.530777,-0.1895523,TRUE
1.0552979,7.029373,11.579559,-2.2892303,-2.3862,-0.20344543,4.3437499,TRUE
-4.3155518,-3.0491486,4.433243,-2.0048065,0.5315552,-1.2122498,-1.234065975,TRUE
-3.7417603,-3.5669403,9.078033,-1.1632538,0.04472351,-0.69667053,0.15151965,TRUE
-0.20599365,-6.8166504,18.17958,-1.1632538,0.04472351,-0.69667053,2.498420538,TRUE
-5.9838715,-7.794922,10.737152,-0.47296143,0.064956665,-0.75205994,-0.878650733,TRUE
-3.341034,-4.287094,9.937637,1.4903107,-0.77871704,-0.93315125,0.949954925,TRUE
-6.0176544,11.601425,8.274658,-0.9352875,-0.78616333,0.58270264,3.230785275,TRUE
0.8466339,11.413788,5.286667,-0.35897827,0.9864197,0.42077637,4.297027658,TRUE
-0.37490845,-1.7141418,0.24604797,-0.17575073,0.65086365,-0.6721649,-0.504688253,TRUE
-0.12437439,4.8491516,7.2117157,-0.17575073,0.65086365,-0.6721649,2.940185545,TRUE
-4.035507,-0.47485352,11.101669,0.2237091,-0.52731323,-0.3451233,1.703754395,TRUE
-1.5832672,1.9660492,12.684189,-0.10118103,0.16189575,0.5475464,3.241447493,TRUE
-0.5309601,-0.79530334,13.256378,1.146225,0.04258728,-0.080947876,3.26908489,TRUE
-2.5848694,2.9417267,12.398651,0.49002075,0.057510376,0.11291504,3.311382263,TRUE
-1.2292938,-1.575882,8.280792,0.49002075,0.057510376,0.11291504,1.491409238,TRUE
3.7286987,-4.7105713,13.659363,0.28656006,0.15124512,0.15872192,3.241012615,TRUE
0.050964355,-1.6114349,9.5780945,0.40161133,-0.08415222,0.6018677,2.104808821,TRUE
2.8955383,1.3148193,12.08931,-0.067092896,0.11608887,0.5059967,4.058143676,TRUE
-0.8423462,-0.3660431,10.966507,0.42504883,0.014892578,-0.57522583,2.545791633,TRUE
-1.2489929,-0.69918823,11.780319,0.42504883,0.014892578,-0.57522583,2.564296675,TRUE
1.5348663,0.925354,9.63887,0.09587097,-0.11186218,-0.23220825,3.048740318,TRUE
-1.0831909,1.4081726,8.269241,0.08522034,0.18107605,-0.14805603,2.16986076,TRUE
2.095169,-1.8534546,8.58931,0.4825592,-0.12251282,-0.6583252,2.3283959,TRUE
-2.7552795,-0.54377747,10.354492,0.349411,-0.10865784,-0.16828918,1.851211508,TRUE
-2.8682404,-1.4140625,9.127686,0.349411,-0.10865784,-0.16828918,1.298698525,TRUE
-0.69566345,-1.7412872,9.08786,-0.008499146,-0.33450317,-0.8330231,1.660602551,TRUE
-0.059448242,0.90859985,8.676743,0.07350159,-0.17576599,-0.8010559,2.39984905,TRUE
0.14602661,0.2887268,8.470505,0.31318665,0.15870667,0.24394226,2.304611265,FALSE
-5.610901,-1.6322479,8.984909,-0.20770264,0.72862244,-0.59013367,0.383514365,FALSE
2.366043,-1.9119873,11.423279,-0.50491333,0.7595215,-0.60292053,2.843105343,FALSE
-0.22392273,-1.6972198,10.921234,0.6871033,-0.2652588,-0.8213043,2.421798693,FALSE
-1.8454895,-0.8898468,10.141586,0.6871033,-0.2652588,-0.8213043,2.02333825,FALSE
1.776825,0.07849121,9.530197,-0.08734131,0.041519165,-0.40904236,2.824542975,FALSE
-0.37147522,0.107437134,9.698456,0.038345337,0.01914978,-0.17362976,2.368190813,FALSE
-0.44454956,0.25108337,10.121628,-0.002120972,-0.013854981,-0.11715698,2.48151021,FALSE
-0.47798157,0.14039612,10.315918,-0.005310059,0.017028809,-0.088394165,2.493255623,FALSE
-0.120910645,0.5086212,10.165421,-0.03086853,0.034072876,-0.034072876,2.630565756,FALSE
-0.21328735,-0.39331055,10.499039,-0.16189575,0.10757446,-0.002136231,2.432636338,FALSE
-2.0451813,1.0753174,9.461273,-0.2162323,0.08413696,0.24926758,2.0687942,FALSE
-1.2534027,1.3030701,7.6894073,0.396286,-0.034088135,0.055389404,2.033840175,FALSE
3.3140106,-5.642044,12.196838,0.396286,-0.034088135,0.055389404,2.56627265,FALSE
-0.8594818,0.9709015,5.987747,1.2836456,-0.31106567,0.16511536,1.845703075,FALSE
-0.31184387,2.4860992,5.4613953,1.4807129,-0.62957764,-0.104385376,2.279090883,FALSE
-2.2510986,0.7338562,9.937881,1.3965607,-0.5262451,0.05432129,2.454299825,FALSE
0.4471588,-2.3329773,9.614075,-0.25138855,0.466568,0.48683167,1.869216988,FALSE
-1.2770386,2.3867493,5.0399933,-0.25138855,0.466568,0.48683167,1.474578863,FALSE
1.5505219,0.45220947,5.0872498,0.4697876,-0.5976105,-0.20664978,1.889942193,FALSE
-2.2046661,-0.30204773,9.228348,-0.07348633,0.9363556,0.5294342,1.66203696,FALSE
1.6387177,4.7660217,14.473419,-0.9512634,0.72436523,0.38243103,4.98172375,TRUE
